x 	 y      rho      Ux     Uy

0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 473 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 474 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 475 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 476 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 477 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 478 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 479 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 480 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 481 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 482 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 483 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 484 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 485 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 486 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 487 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 488 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 489 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
